Protein IDs	Gene names	Ensembl ID	TPM.T1.BR1	TPM.T1.BR2	TPM.T1.BR3	TPM.T1.BR4	TPM.T2.BR1	TPM.T2.BR2	TPM.T2.BR3	TPM.T2.BR4	TPM.MZ.BR1	TPM.MZ.BR2	TPM.MZ.BR3	TPM.MZ.BR4	TPM.FoB.BR1	TPM.FoB.BR2	TPM.FoB.BR3	TPM.FoB.BR4	Copy.number.T1.BR1	Copy.number.T1.BR2	Copy.number.T1.BR3	Copy.number.T1.BR4	Copy.number.T2.BR1	Copy.number.T2.BR2	Copy.number.T2.BR3	Copy.number.T2.BR4	Copy.number.MZ.BR1	Copy.number.MZ.BR2	Copy.number.MZ.BR3	Copy.number.MZ.BR4	Copy.number.FoB.BR1	Copy.number.FoB.BR2	Copy.number.FoB.BR3	Copy.number.FoB.BR4
Q9CX25	9430038I01Rik	ENSMUSG00000040139	21.700361	27.971363	26.282095	21.766372	34.993959	39.679823	25.654752	32.6131	28.495344	29.152074	28.231992	30.315275	38.770765	39.322336	36.865408	37.751318	0	0	0	743.763	0	0	526.488	604.706	0	1730.66	1335.62	1262.23	530.77	0	1190.47	702.664
P58742	Aaas	ENSMUSG00000036678	43.956125	55.896005	50.666139	51.876672	52.691156	59.227251	57.966116	60.479547	53.797754	49.310751	59.238016	42.828703	57.459173	63.103056	62.149088	51.482114	11565.8	12145	10529.1	17465.8	13987.2	12681.2	12110.8	11983.7	21967.2	11585.6	24063.7	17960.2	8428.68	7472.87	12805	6164.32
Q9D2R0	Aacs	ENSMUSG00000029482	42.587232	48.773626	42.861951	47.241212	55.771051	53.513471	52.233984	52.490549	44.672617	41.480524	42.451955	42.694776	58.432687	52.189142	52.089891	42.522733	2012.04	2652.53	5223.12	8729.66	4139.22	4982.2	7539.38	6717.27	18775.4	3621.91	15662.6	9814.52	5000.65	2516.08	13834.8	8945.34
Q9D1A0	Aaed1	ENSMUSG00000021482	33.847395	39.849683	26.082105	32.99418	37.866811	35.665376	31.851015	32.432672	36.005239	33.820463	31.052986	34.297334	43.82406	43.224989	47.765672	47.356401	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8R2R3	Aagab	ENSMUSG00000037257	40.848581	44.230127	43.433126	42.794435	33.226827	37.283868	32.551565	31.426511	31.108541	32.847242	29.502363	26.418132	30.23135	26.326038	28.509187	24.047456	1337.07	1281.65	2095.25	1804.97	852.466	2160.45	3239	2635.76	2581.66	1335.22	4863.3	6015.22	448.353	0	3212.35	1628.18
Q3UHJ0	Aak1	ENSMUSG00000057230	11.882452	15.7546	21.708013	14.794967	14.711765	7.851495	14.278895	26.303346	22.792698	23.830213	17.953682	28.056663	18.827215	20.856704	26.232206	19.208978	5415.14	4820.44	6058.59	13131.3	7482.53	6385.86	7972.47	7287.73	21445.4	7892.93	23415.5	15485.5	6486.78	2452.99	10697	11906.5
Q8R0P4	Aamdc	ENSMUSG00000035642	25.562324	23.27688	20.576585	22.0963	23.579393	21.364385	28.229738	25.213436	24.009527	25.980178	21.748989	27.001672	28.010177	24.778516	29.007351	25.841226	12139.3	5559.38	9463.16	10530.9	11612.1	2267.73	11000.4	6250.97	27498.7	15598.6	31867.5	17140.8	8277.03	6166.99	13810.4	23319.5
J3QN89	Aamp	ENSMUSG00000006299	137.37005	164.269693	143.849008	157.100549	175.005853	170.107614	184.943384	176.737604	152.890405	145.3202	149.171564	136.132806	164.985666	173.405847	170.725702	153.937219	2223.07	1088.24	1357.2	3385.18	2977.68	3372.7	3494.46	3229.2	7742.7	4309.64	8538.28	6416.13	1603.65	1391.19	5614.71	4494.41
Q9D2V5	Aar2	ENSMUSG00000027628	20.588405	25.180221	23.459831	22.497345	26.113165	26.793644	28.256914	28.477861	26.191866	26.199472	24.597364	22.470533	33.963003	36.390031	30.627962	32.341547	9328.89	0	536.243	1315.71	749.592	410.888	4571.73	887.631	26050.4	650.387	3129.57	3302.18	172.085	480.287	2809.64	2089.24
Q8BGQ7	Aars	ENSMUSG00000031960	31.117958	37.778162	35.293687	36.550333	40.930318	45.409593	45.10555	46.041044	45.888452	45.381734	53.507085	43.907781	46.152532	47.239095	46.539861	39.19914	20840	16360.3	27635	32434	20061.5	17875.5	23703.8	16406.3	51005.4	20502.2	57373.5	41813.4	14761.9	8717.19	31206	24407.6
Q14CH7	Aars2	ENSMUSG00000023938	14.144019	15.888005	16.645399	16.833774	19.031046	19.404609	20.321014	17.512333	15.63398	17.720817	19.832782	14.65702	20.797094	20.798122	18.39114	18.690446	237.661	144.621	234.93	1397.42	59.4112	1184.69	461.778	499.814	445.768	88.5479	1482.91	786.616	478.926	45.3077	368.27	409.903
Q3THG9	Aarsd1	ENSMUSG00000075528	26.520286	35.022211	29.22381	40.719965	52.144327	51.406458	43.526228	50.778333	53.621301	51.611364	48.522512	48.571165	59.216768	54.464162	56.435457	51.466364	2698.67	4278.59	2064.4	7847.09	6832.23	7138.21	6861.32	6425.13	27720.8	12944.3	40392.8	30645.9	13005.3	7129.24	19829.6	10995.9
Q80WC9	Aasdh	ENSMUSG00000055923	20.83773	26.083063	23.250219	24.109462	30.263589	31.132305	32.262392	39.058607	40.752367	45.858026	60.428682	43.736871	38.21422	36.407034	39.943365	25.524356	0	0	0	0	0	0	0	231.024	257.086	0	824.282	599.113	30.3543	54.4196	0	396.432
Q9CQF6	Aasdhppt	ENSMUSG00000025894	20.47496	21.493654	17.881965	19.088354	24.805479	21.370916	22.674774	23.612035	25.633421	22.494464	23.575922	21.725309	24.368536	22.686287	20.635315	23.706373	0	0	0	0	0	0	0	0	809.92	0	2520.1	846.145	149.67	0	356.415	0
Q9JKX4	Aatf	ENSMUSG00000018697	39.713483	46.711557	48.939279	52.610418	62.833772	67.721803	73.266168	68.719148	65.585794	66.862375	74.945985	63.503679	65.767763	67.145822	69.275728	68.385995	3654.38	2028.75	2479.05	5319.56	3661.53	4291.7	10969.2	6228.56	18372.9	9083.38	33718.7	15933.7	5547.68	2819	16040.7	10356.4
Q8R420	Abca3	ENSMUSG00000024130	19.029117	22.523567	27.645341	28.559694	27.238506	29.903406	31.474975	31.437366	40.935285	44.152502	52.241792	41.611497	39.673444	37.906232	35.851183	30.754263	2700.41	1312.91	5417.14	1750.01	2422.23	0	203.914	1072.77	4169.71	2451.59	6250.94	931.428	0	0	945.094	2058.27
Q9JI39	Abcb10	ENSMUSG00000031974	7.403005	8.569183	8.221605	8.470746	14.033855	17.819637	15.016341	16.594713	30.613515	30.878009	30.251354	27.693962	27.917829	24.642295	27.300081	23.521324	59.5035	155.351	0	340.272	63.9059	428.23	1254.01	1386.16	8819.67	5799.41	14334.6	9720.45	3411.44	382.771	7360.12	6620.54
P21447	Abcb1a	ENSMUSG00000040584	0.469688	0.511827	0.448471	0.387974	0.74425	0.729082	0.515889	0.575689	17.115736	19.271524	18.04281	18.88964	0.275888	0.139066	0.592277	0.348461	48.982	0	89.8841	101.309	0	96.2989	0	0	3257.57	863.854	3358.53	2168.64	0	0	0	0
Q9DC29	Abcb6	ENSMUSG00000026198	4.072612	6.038844	6.491339	5.609834	6.552712	7.294772	8.655473	6.371502	8.529722	8.628935	10.763013	7.837696	2.402079	3.910094	9.874635	5.195548	158.866	0	155.648	1153.84	104.858	305.812	121.936	684.661	413.633	150.322	708.569	357.915	0	64.4461	199.212	83.3876
Q61102	Abcb7	ENSMUSG00000031333	12.562944	15.216121	11.766653	10.830426	14.262779	14.606123	12.366926	12.282413	12.653726	14.806015	9.69953	13.686931	14.403726	10.542024	11.340428	13.082776	9106.6	8312.46	14041.5	20126.1	9983.99	10595.2	16141	13405.6	28414.7	10218.6	33294.9	21034	9755.69	6426.54	22658.6	13049
Q9CXJ4	Abcb8	ENSMUSG00000028973	26.139982	29.303749	32.193472	31.430833	30.934433	32.024328	33.433706	34.88125	47.179376	42.300089	49.842924	36.797704	24.358726	23.38804	21.50309	21.905332	1002.09	602.983	1075.8	1282.63	966.635	242.464	1297.36	903.863	5983.54	2120.42	4306.41	2632.78	338.583	77.638	1345.95	1227.43
O35379	Abcc1	ENSMUSG00000023088	3.585162	3.83496	6.183845	5.2453	13.983871	12.866287	18.41901	15.947247	30.95013	32.760404	40.517194	38.3117	21.810457	24.918201	29.751758	23.628133	0	0	0	0	0	113.637	52.7559	0	466.763	0	476.891	310.356	15.1617	0	474.616	146.333
E9Q467	Abcc4	ENSMUSG00000032849	5.777091	8.53605	6.782989	7.693652	10.915284	14.11462	12.418024	13.667505	12.291071	14.52359	15.6265	12.762371	12.371992	11.508996	11.294238	12.521111	472.376	544.574	303.205	299.901	366.087	417.883	915.733	234.18	568.11	371.52	307.986	221.976	869.155	128.511	493.551	296.434
P48410	Abcd1	ENSMUSG00000031378	104.415193	120.091127	112.277727	116.383562	88.37507	85.438104	88.959703	89.350328	63.495355	61.941198	69.267793	61.357381	71.465662	75.388414	82.059099	68.231622	5723.92	3797.83	5304.91	13974.8	5546.37	3881.65	9159.08	7032.14	8652.74	3689.58	9372.62	8454.53	4732.81	2099.9	12223.1	7886.57
P55096	Abcd3	ENSMUSG00000028127	16.526846	18.057952	16.358736	18.530489	16.326763	15.510593	17.347225	15.662588	18.560373	18.111873	20.575002	19.611278	14.309978	9.517729	16.123869	11.489858	2248.26	1526.81	6304.26	4157.37	1552.1	847.695	4169.2	2496.13	4107.83	1816.14	6610.72	4129.44	908.889	135.772	4487.58	2119.52
O89016	Abcd4	ENSMUSG00000021240	16.689891	18.677047	18.66315	18.841674	19.365064	25.956316	22.121931	21.816352	25.446704	29.99086	33.371072	28.458166	29.416502	33.405325	29.095569	23.262941	0	0	49.1309	134.99	0	0	238.228	264.763	382.941	0	938.667	486.308	49.132	89.637	0	309.483
P61222	Abce1	ENSMUSG00000058355	56.858476	70.283739	59.908826	58.588861	85.705621	85.834863	87.374811	81.369325	88.502206	91.670969	79.550203	85.747987	86.692827	64.748949	79.947221	68.287637	45419	35339.3	54552	73026.8	50313.1	39588.9	66953.5	51887.9	105265	55541.1	152812	88910.4	48914	28227.7	71236.3	63907.7
Q6P542	Abcf1	ENSMUSG00000038762	62.929975	77.062372	78.135187	87.743257	80.759431	80.595926	104.742326	102.139581	70.826387	70.607858	81.551485	68.528307	77.63093	90.262659	93.523004	84.002061	15534.3	16439.9	20978.6	31906.5	21427.2	18246.9	28330.5	21663.5	41431.9	17221.1	46404.6	27748.5	18099.7	11053.7	30926.9	23697.2
Q99LE6	Abcf2	ENSMUSG00000028953	41.878488	46.636667	49.294092	51.761995	56.483839	60.064714	68.81994	58.047998	61.501272	57.886392	66.087144	51.403776	65.316797	62.442201	67.121004	54.857504	9682.9	9194.88	9389.79	25763.4	10757.2	10848.2	13577.6	10727.4	27777.3	10033.7	28438.4	24016.4	7518.87	2972.92	18049.5	13616.9
Q8K268	Abcf3	ENSMUSG00000003234	55.58827	56.047689	53.2777	59.219068	74.122545	70.35663	64.573206	66.117029	66.078142	74.829454	65.574022	70.146036	83.710779	84.039011	88.870607	72.794977	3992.79	3463.14	7805.51	12620.5	5753.35	4893.28	11128.5	7119.41	12277.3	6517.97	15494.5	12949.9	5148.28	3702.63	12423.5	9005.06
Q64343	Abcg1	ENSMUSG00000024030	28.582967	34.373083	24.429283	28.369659	35.575769	37.36133	37.224458	36.811491	56.606332	60.878553	52.301122	46.548963	37.40603	41.460466	36.954282	35.888319	49.3887	0	277.22	454.327	415.652	135.061	109.974	234.826	728.74	352.934	374.168	662.415	0	112.026	460.431	1970.35
Q99P81	Abcg3	ENSMUSG00000029299	19.122541	22.000904	20.484083	22.594045	17.760698	16.49452	18.57673	17.238449	37.368456	36.528501	29.322178	36.86289	12.681497	10.022758	10.856739	15.289756	511.413	236.734	420.547	815.29	528.996	699.955	1834.09	1126.78	4449.96	2701.41	5506.29	6196.67	223.916	0	508.29	441.963
Q6PE15-2	Abhd10	ENSMUSG00000033157	19.107944	21.241434	15.863842	21.509073	19.510479	22.541202	24.547979	17.949964	17.638616	22.124269	23.745319	23.990692	20.400762	25.939579	26.619499	24.968376	2866.27	581.753	2638.95	4582.71	959.145	2173.08	6235.15	6266.09	6845.98	3262.69	12180.5	7819.79	2154.93	1102.62	7294.6	4439.54
Q8K4F5	Abhd11	ENSMUSG00000040532	47.100225	57.797372	60.982618	55.164407	67.002267	59.260633	69.431131	61.653318	55.118887	54.164461	71.899591	47.669302	62.093011	65.501146	75.947641	57.299444	3777.8	2503.22	1293.87	4542.95	7265.54	3279.25	6492.77	2975.76	21137.4	14514.7	23069	25792.1	7541.07	3789.77	12744.7	7315.69
Q99LR1	Abhd12	ENSMUSG00000032046	49.737745	59.458887	50.838197	55.285432	66.2035	69.00715	65.549265	65.893381	95.371126	94.760416	93.987909	86.466669	59.291807	66.162698	59.00731	55.235628	5311.36	4428.48	5918.79	11501.4	6079.33	11029.2	12752.9	16127.6	49662.8	24959.7	61780.2	47176.6	13306.9	6512.58	28178.4	20976.5
Q8VCR7	Abhd14b	ENSMUSG00000042073	5.957163	7.03773	5.275727	6.609645	7.474262	8.318496	7.12137	8.369125	16.518936	15.34727	15.457294	21.981126	11.300569	11.600652	9.097116	11.037835	2387.23	3088.01	0	3277.18	3292.3	3625.4	3564.76	3555.71	40433.2	17722.9	51043.2	32773.1	5356.01	3466.63	11397.7	9327.63
Q9Z1Q2	Abhd16a	ENSMUSG00000007036	88.053362	92.867952	89.747614	90.430841	95.320039	102.029596	101.323145	97.65632	90.823251	96.928667	97.895616	77.053636	103.48369	105.555566	106.612505	83.518747	1721.71	783.62	956.091	2733.18	549.541	1079.6	2003.13	1725.19	4821.9	1635.33	3910.96	3537.22	352.992	412.536	1166.64	1499.36
Q99JW1	Abhd17a	ENSMUSG00000003346	242.064981	279.382379	241.503656	240.21618	207.002939	217.282404	211.453851	205.65162	206.847604	202.106119	163.281763	175.02598	140.095209	174.817697	146.335291	132.935953	1180.62	0	2434.78	3801.07	1605.57	659.046	3572.15	2442.62	862.638	492.262	2735.49	1847.35	823.607	256.686	3325.53	1760.22
Q7M759	Abhd17b	ENSMUSG00000047368	118.463884	147.320078	128.973657	120.133905	146.18194	152.830133	142.465189	145.321603	100.117036	97.335779	99.051378	107.962541	184.3285	172.47645	191.277917	163.843423	4145.97	5331.53	5414.97	10615.4	7858.61	7033.05	14924.4	13225.2	24798.2	10834.6	33329.9	16950.5	11729.6	7785.5	39998.2	17075
Q8VCV1	Abhd17c	ENSMUSG00000038459	36.575998	43.771989	41.281831	41.681608	37.465253	43.166597	43.666025	41.158464	83.709421	85.763406	87.674051	81.984621	30.639383	30.055835	33.082372	27.469917	0	0	0	0	0	0	0	0	282.574	0	0	578.168	0	0	0	0
Q8R2Y0-2	Abhd6	ENSMUSG00000025277	9.799188	10.118941	11.989594	11.726418	11.880179	8.873547	14.382886	13.666287	25.903677	22.908231	31.746957	34.550851	14.168244	11.589511	13.075013	13.314717	4067.8	1461.6	5874.99	6854.08	4062.41	2764.72	9492.17	5333.75	28335.2	12343.2	39585.8	27391.1	4141.7	2368.13	13650.8	6567.38
Q8CBW3-5	Abi1	ENSMUSG00000058835	91.913705	109.578188	86.370012	89.643465	104.554834	116.48871	91.980554	105.081544	111.356989	100.332277	88.491281	116.17029	113.181902	93.388315	99.239931	104.257028	31273.5	20216.4	39101.8	38091.1	32667.6	27471.2	36590.9	25230.7	57717.4	24676.7	59400.9	34342.3	31264.2	17121.5	41851.4	32919.2
Q8BYZ1	Abi3	ENSMUSG00000018381	74.461412	90.032487	64.797609	88.977945	71.184061	61.854559	56.240697	67.226404	75.030054	77.510912	56.229818	50.186151	63.397104	55.578203	60.779726	61.248224	14445.9	7415.5	17738.7	35742.6	24532.9	15999.4	27141.4	21288.6	71294.6	26121.9	58146.2	49966.5	20281.2	12072.5	35674.5	34185.7
P00520-2	Abl1	ENSMUSG00000026842	13.686105	19.215635	20.587026	21.007974	21.795923	23.037843	27.498895	27.541607	33.071619	33.68215	33.430475	27.771434	25.153551	25.842367	30.205846	22.170835	62.0431	0	0	0	0	48.5004	50.8335	38.8016	42.309	0	217.383	0	0	0	0	203.548
Q4JIM5	Abl2	ENSMUSG00000026596	7.718032	4.026015	6.218917	7.302537	11.146036	9.126096	10.038743	11.393982	12.101733	12.163753	14.547107	12.468973	13.997399	14.432048	13.679935	11.004768	0	0	42.675	53.6316	0	0	50.2197	44.1941	0	0	0	54.7389	0	0	98.4595	208.983
Q8K4G5-2	Ablim1	ENSMUSG00000025085	278.115533	322.279749	322.16424	324.337701	288.182825	373.201898	304.183374	373.408838	351.751215	340.777765	319.122461	256.299768	416.593011	363.357538	435.46319	352.055688	19760.8	15885.9	14869	25357.3	17874.1	24741.9	31230	22792	40962.9	17923.9	31883.7	28944	22899.5	15955.4	41576.4	34943.6
Q5SSL4-4	Abr	ENSMUSG00000017631	10.010615	13.792413	12.51414	13.68503	14.519307	14.524173	15.290169	15.787099	44.455141	50.53261	61.071287	44.13191	14.773261	14.877104	16.964403	12.401265	727.414	376.976	445.562	1028.82	455.354	571.812	743.097	747.745	11272.8	3851.99	12546.9	6978.41	481.802	0	1303.67	1411.94
Q4KML4	Abracl	ENSMUSG00000078453	103.516466	124.40764	101.769998	103.231668	141.808542	135.53251	128.502664	144.883218	136.112787	151.257623	104.604486	129.733362	132.39866	134.766718	123.654077	154.360437	56668.1	43910.9	27300.2	67626.5	93251.2	99605.5	105426	40354.5	288532	134160	453809	181063	81732.4	93878.7	171024	56213.2
Q9QYL7	Abt1	ENSMUSG00000036376	11.793425	12.424594	21.312347	15.313575	14.21799	14.863079	21.231851	15.72601	10.777175	9.666793	15.14059	8.433996	14.704417	16.883279	20.559745	14.379844	895.252	644.15	1939.11	4592.18	942.688	2418.51	6498.48	3917.71	7994.43	6469.31	20196.3	10059.9	2743.84	1595.81	10530.2	5823.82
Q921H8	Acaa1a	ENSMUSG00000036138	67.798097	73.107721	69.732599	72.941858	84.062585	84.744012	82.813402	84.095239	95.172609	92.001672	93.563814	79.417154	87.722902	92.141039	89.38656	83.393243	27798	26781.7	39199.2	76010.3	35537.8	36342.9	49729.8	67077.7	118495	59496.9	143437	106059	40078.8	23763.3	83099.2	73844.2
Q8BWT1	Acaa2	ENSMUSG00000036880	62.35938	67.537172	59.483919	67.114008	70.359483	70.825632	64.321649	68.925874	76.206216	69.085283	66.028062	58.627451	68.644296	70.494951	72.259882	68.525438	83999	62233.7	87315.5	166426	98288.5	99047.1	132659	145303	427412	191912	397351	343230	130815	87355.2	252907	201595
Q5SWU9-2	Acaca	ENSMUSG00000020532	3.364175	4.258249	5.922426	4.734032	7.616131	7.150636	8.622813	4.693468	6.319537	8.077546	10.581451	9.361925	7.842821	3.846771	5.299129	7.343382	1800.58	1294.09	2098.3	2962.6	1406.86	2567.01	2882.27	2494.41	5138.36	1680.97	4505.25	3495.29	2495.65	839.044	3915.36	2424.02
Q8K370	Acad10	ENSMUSG00000029456	4.691322	3.336641	3.963167	4.23222	5.10026	5.733659	6.200044	4.318897	12.447787	9.713798	13.615534	11.938389	5.483351	4.718392	5.624758	5.764687	126.568	452.226	376.435	1549.61	807.082	442.156	1264.62	954.24	18471.8	9476.86	23725.4	20465.9	1564.9	568.155	5784.69	3715.58
Q80XL6	Acad11	ENSMUSG00000090150	5.455235	6.59236	6.664409	7.977222	8.329689	8.067015	6.513889	6.824244	13.257481	11.792481	13.404109	12.40692	9.665381	7.257475	9.822095	7.852017	370.763	95.5388	142.213	207.879	253.98	0	0	233.486	527.162	347.201	953.217	897.702	117.998	0	0	498.215
Q9D7B6	Acad8	ENSMUSG00000031969	9.641197	6.599939	7.040273	5.421131	4.140806	5.418778	9.423346	7.799757	6.21529	6.281314	9.702543	5.165104	1.732151	5.173875	3.997022	1.067839	1242.78	1167.52	3188.36	8511.62	1389.7	0	2664.98	3106.66	5665.74	0	7290.59	4753.64	0	0	0	0
Q8JZN5	Acad9	ENSMUSG00000027710	28.41978	32.427671	31.330453	37.406274	45.129148	38.960264	43.44866	43.219911	39.124044	42.789766	46.874693	37.130907	52.725816	44.477872	53.677881	46.707353	20117.4	21186.7	33461.3	49435.7	34474.1	32643.2	55805.5	45156.5	90872.2	49761.2	129221	87653.9	36589.4	25710.3	88224.9	62461.3
P51174	Acadl	ENSMUSG00000026003	76.595392	86.820711	71.632654	77.198587	79.109506	80.235536	78.796663	80.279054	92.577158	78.705377	77.685762	75.790895	90.878328	83.874651	79.482332	85.53203	93964.6	65250.7	114007	143528	97397.7	131212	158104	126551	275617	160974	307579	218661	128011	72435.7	238595	164189
P45952	Acadm	ENSMUSG00000062908	40.827135	46.085664	47.403627	46.408853	51.087957	53.898134	49.242059	51.951273	40.961931	43.61894	46.678651	41.978975	54.162122	51.38101	58.072164	51.740518	18482.3	26587.4	30364.5	46441.6	21450.3	29942.2	41841.8	33998.4	66136.8	49584.9	87108.2	58886.2	28816.6	25169.3	61510.9	48413.4
Q07417	Acads	ENSMUSG00000029545	22.111831	32.007164	26.823354	24.235208	25.786867	24.227043	22.968372	23.114168	22.402996	22.903352	23.169	21.054235	22.391977	24.79668	24.106536	23.239231	54503.8	31156.6	52601.5	92578.1	54288.2	44190.7	72559.6	66262.6	101870	50383.5	113895	91483.4	37365.7	26434.9	95119.6	43375.6
Q9DBL1	Acadsb	ENSMUSG00000030861	10.567019	8.264324	8.304224	7.488845	11.389278	8.572392	10.738059	9.408889	27.484474	14.82428	13.513948	16.108556	12.20006	11.009923	14.739501	12.12833	210.582	651.891	346.556	1475.96	1350.4	730.02	1162.83	1237.2	8179.91	4422.34	8400.8	7849.94	948.133	883.296	3383.41	1812.89
P50544	Acadvl	ENSMUSG00000018574	66.00168	66.465585	85.882921	67.258218	69.349481	77.158739	70.79297	89.481264	77.389154	83.031534	105.094484	80.562273	90.45527	96.36284	82.925111	87.235094	23455.8	17685.8	28845.1	48238.6	25422.3	19949.6	37411.1	40868.3	80455.7	41244.4	103341	78904.5	30568.5	16739.9	55958.1	52171.2
Q8K2H4	Acap1	ENSMUSG00000001588	447.799158	565.44613	493.644128	536.123315	654.23916	720.511987	690.208276	678.358606	686.450037	810.822717	862.97793	643.242029	690.038782	714.151208	678.673975	591.606714	9861.79	11245.9	11836.3	29469.5	23681	27644.3	35857.3	29779.6	117869	56305.1	120809	87183.1	42665.3	28044.7	73924.7	49292.1
Q6ZQK5	Acap2	ENSMUSG00000049076	23.937429	30.898729	26.824962	28.096199	32.018114	35.1644	35.144018	31.343698	28.636148	33.277074	32.701799	28.001104	35.386629	28.491346	32.877561	28.19878	4909.15	3003.9	5380.88	9973.22	6874.77	5888.5	21934.6	8674.47	18584.4	4631.98	16529	31627.9	4110.2	4060.38	14974.1	11631.2
Q8QZT1	Acat1	ENSMUSG00000032047	48.446279	61.397302	44.894712	54.118364	48.092989	52.578992	42.815893	46.178236	53.994249	48.603265	40.116541	45.917375	43.822652	44.201501	38.25641	40.412328	72197.8	85684	117448	256090	127165	105565	203025	179568	365562	193414	539898	408447	117419	69458.1	290394	219382
Q8CAY6	Acat2	ENSMUSG00000023832	15.521289	12.836757	14.893709	14.711546	19.972808	17.677248	17.539367	18.27108	17.845155	15.550814	17.702228	14.715299	21.784696	21.926385	18.969764	16.986742	16387.6	13843.1	17110.4	29477	23154.9	21275.9	29316.2	15905.9	55056.5	30728.9	60343.3	40462.8	24201.8	17738.2	42801.2	23866.9
Q8BMP6	Acbd3	ENSMUSG00000026499	36.243192	41.9606	45.473371	46.775495	51.590002	52.756914	57.297166	52.692716	42.597368	41.506944	50.724771	39.264711	61.204992	53.648397	63.480424	58.000578	9846.33	5819.22	14094.2	19456.8	8386.88	11896.1	14644.8	9380.72	10440.7	6942.76	12562.2	10830.9	8981.14	4078.13	19293.3	14650.2
Q5XG73-2	Acbd5	ENSMUSG00000026781	24.20709	30.467285	24.230001	25.97356	32.898737	34.875799	29.733726	33.480489	32.176923	35.15405	36.129259	34.350858	33.947157	26.581533	34.027677	28.600931	599.252	0	356.866	599.667	558.274	333.729	0	199.899	1496.84	593.894	1004.51	1041.91	0	0	1155.13	997.909
Q9D061	Acbd6	ENSMUSG00000033701	19.290969	24.967111	25.998127	30.219925	30.312124	26.235641	26.703045	31.56998	37.012632	37.849386	33.432363	30.745334	31.548122	31.374351	31.816534	40.150186	0	0	476.996	332.89	334.938	0	0	0	0	0	694.723	0	0	0	0	0
A2AIG8-2	Accs	ENSMUSG00000040272	2.206606	2.658014	2.346632	2.224638	4.9972	4.208844	3.590565	5.207438	5.91996	9.073425	8.115501	11.221026	10.20086	12.408314	5.359646	4.012478	0	0	0	0	0	0	0	0	2998.32	0	1648.14	893.852	0	0	0	0
Q5EE38	Acd	ENSMUSG00000038000	82.746568	94.576768	101.489694	97.670099	96.665605	87.403146	99.935587	105.46084	83.183473	78.608995	97.460359	81.873102	80.497171	90.104936	121.086694	72.305925	1926.83	1474.16	635.864	3377.29	2134.73	2323.44	4724.62	2821.97	5492.68	4383.89	8332.93	7346.08	2871.53	1022	5885.76	4496.45
Q9JIX8-3	Acin1	ENSMUSG00000022185	90.140855	76.047151	95.237596	77.036615	92.446565	86.391359	118.330759	99.456209	79.679597	89.735849	99.39895	84.419832	88.200517	101.251772	110.456491	87.603479	0	0	786.903	0	207.762	0	0	0	799.854	0	0	0	0	0	0	0
Q9JIX8-4	Acin1	ENSMUSG00000022185	90.140855	76.047151	95.237596	77.036615	92.446565	86.391359	118.330759	99.456209	79.679597	89.735849	99.39895	84.419832	88.200517	101.251772	110.456491	87.603479	52105.7	46313.8	62141	96917	57664.7	57323.8	88915.8	74302	110239	57942.8	134780	87172	54154.1	33727.3	103897	82444.3
Q91V92	Acly	ENSMUSG00000020917	157.719766	193.126703	158.517496	172.621393	185.211679	182.417184	176.191492	168.517831	128.526407	116.779413	112.206544	107.37066	166.347925	143.265787	143.421198	139.581934	47683.9	46869.7	54834	94903.8	93781	89774.8	97555.3	66278.7	108018	47245	135286	75635.5	92592.9	48742.6	146355	82113.4
P28271	Aco1	ENSMUSG00000028405	16.598825	16.773052	17.225252	16.134328	22.225402	22.242588	19.959392	20.548658	21.309423	20.073429	23.112516	22.0587	22.074169	19.839563	21.437641	18.901573	5615.79	7948.32	7413.77	17710.8	9929.33	8795.54	14879	13949.4	47677.6	20687.1	45726.5	32282.4	13597.5	11853.6	31588.3	1476610
Q99KI0	Aco2	ENSMUSG00000022477	99.830362	115.99196	97.554277	103.628412	106.985185	121.821428	119.102846	117.380312	114.134828	116.835222	110.490053	103.754579	118.690347	118.103471	112.382089	103.321352	199906	160251	228961	326718	194502	199539	250868	225266	469416	245021	537393	397352	215212	112671	368463	244704
O55137	Acot1	ENSMUSG00000072949	1.995625	2.299739	2.447841	2.370492	2.938996	1.661106	3.194549	2.961686	2.54818	2.029091	2.590474	1.951499	2.348006	2.650004	2.938301	1.799796	0	0	0	0	0	0	0	0	426.967	0	0	0	0	0	0	0
Q8VHQ9	Acot11	ENSMUSG00000034853	1.723115	2.599853	1.992181	2.67463	2.07904	2.156013	2.161035	2.883863	3.1962	1.767567	3.231368	3.06351	2.89249	3.1325	2.973776	2.444807	150.239	0	0	123.896	0	0	0	0	217.047	0	500.412	97.559	258.761	0	0	163.364
Q9CQR4	Acot13	ENSMUSG00000006717	55.417169	52.023702	47.246809	50.484018	60.330888	62.958101	51.212812	55.880788	68.955972	64.97719	51.712438	70.753084	51.726282	53.500116	47.208654	55.931474	15804.5	23098.9	10202.3	29292.9	18887.8	10766.4	22998.2	35022.9	142109	74539	190120	104383	27495.7	17974.3	69054.5	50626.5
