Protein IDs	Gene names	Ensembl ID	TPM.T1.BR1	TPM.T1.BR2	TPM.T1.BR3	TPM.T1.BR4	TPM.T2.BR1	TPM.T2.BR2	TPM.T2.BR3	TPM.T2.BR4	TPM.MZ.BR1	TPM.MZ.BR2	TPM.MZ.BR3	TPM.MZ.BR4	TPM.FoB.BR1	TPM.FoB.BR2	TPM.FoB.BR3	TPM.FoB.BR4	Copy.number.T1.BR1	Copy.number.T1.BR2	Copy.number.T1.BR3	Copy.number.T1.BR4	Copy.number.T2.BR1	Copy.number.T2.BR2	Copy.number.T2.BR3	Copy.number.T2.BR4	Copy.number.MZ.BR1	Copy.number.MZ.BR2	Copy.number.MZ.BR3	Copy.number.MZ.BR4	Copy.number.FoB.BR1	Copy.number.FoB.BR2	Copy.number.FoB.BR3	Copy.number.FoB.BR4
Q61037-6	Tsc2	ENSMUSG00000002496	26.260652	38.619287	34.818601	39.948412	37.88336	37.385408	39.914312	35.447073	37.296198	35.030073	36.759706	33.575815	35.681738	34.541208	37.90735	31.509288	269.466	345.332	497.802	937.707	572.807	181.513	761.541	809.351	515.554	351.026	1773.34	876.641	653.309	410.388	1935.31	1108.58
A0A0G2JFZ4	Tsc22d2	ENSMUSG00000027806	42.910982	49.997163	81.174173	69.672334	74.291002	68.538438	88.101991	77.124055	63.379869	69.267572	87.046701	56.988439	72.767557	73.225595	105.367807	63.995321	61.0379	0	0	263.963	358.999	87.2667	0	93.9134	955.048	168.75	1006.45	372.766	145.17	380.526	780.099	645.254
Q9Z2S7-4	Tsc22d3	ENSMUSG00000031431	504.895319	520.244958	779.971826	546.247156	536.87478	541.766016	978.158838	612.172937	158.0021	185.325464	487.082788	214.281519	561.741296	630.540979	1307.210474	609.954126	0	0	829.246	0	886.862	0	0	546	0	0	0	0	0	0	0	1063.61
Q9EQN3	Tsc22d4	ENSMUSG00000029723	60.986845	72.146883	68.728258	67.115053	82.562692	84.954424	87.970872	81.65658	75.275606	71.564005	76.689714	67.829057	79.345781	87.3201	95.529901	86.870668	6911.44	6577.43	4447.19	8488.82	10459.5	11184.8	9623.5	10844.8	29109	9301.41	28346.3	13959.1	15267	6580.91	19584.9	17387.6
Q6P7W5	Tsen2	ENSMUSG00000042389	4.666897	8.10775	5.677903	8.797042	9.06687	8.680697	10.493454	10.938924	9.902157	10.285896	12.445715	10.148624	10.220174	10.466071	7.030325	9.625353	0	0	491.028	503.89	456.582	514.137	471.849	346.899	6277.27	3313.13	11174.8	6496.34	839.019	0	1709.37	1483.56
Q8BMZ5	Tsen34	ENSMUSG00000035585	29.050377	35.972749	28.35104	31.104471	35.301035	35.731474	32.79318	35.099279	26.833921	26.04799	29.427955	27.316106	36.687231	38.595304	42.665228	32.168203	420.731	1017.46	7311.53	4813.61	1761.47	1143.64	2989.91	5981.48	14770.7	8035.98	20795.9	13548.3	1316.27	1131.24	5249.85	8166.83
Q8C2A2	Tsen54	ENSMUSG00000020781	26.310558	27.6919	32.744741	34.654905	40.259061	37.072359	51.082471	43.129167	40.823175	32.3687	46.893098	36.017862	36.702173	34.417371	38.136434	31.963426	161.232	0	0	2824.51	720.512	512.283	582.359	1199.57	7772.84	3137.25	9438.85	6867.45	455.912	153.386	3096.29	1660.16
Q9CZR8	Tsfm	ENSMUSG00000040521	34.618642	35.357763	34.214445	38.947321	43.183977	40.702112	39.698019	45.20498	42.770841	40.095186	33.323618	34.52469	38.089857	42.042101	46.742216	44.511694	21287.4	13353.8	26312	40923.6	25350	17782.2	31320.6	27320.1	50810.5	21892.8	53150.1	38000.1	12299.7	8630.39	30388.9	19556
Q61187	Tsg101	ENSMUSG00000014402	54.982122	61.210428	56.491506	57.617509	85.348146	78.045908	65.433763	71.535822	63.605009	61.433473	60.904405	60.629839	78.251123	76.106676	72.422037	70.701379	5479.16	4879.45	4275.84	11141	8371.7	6766.05	11319.9	6423.64	15579.6	11009.3	20442	17648.3	6826.05	5234.24	13586.9	9929.73
Q62348	Tsn	ENSMUSG00000026374	55.239553	101.263765	100.367365	88.254495	101.530862	91.700441	206.660196	52.71039	100.166139	98.565218	129.733469	97.806108	53.86786	132.252222	63.867517	129.194788	115308	130868	97147.3	188275	173034	167408	192063	156174	430812	257985	527477	335295	229170	146761	391056	233194
Q9QZE7	Tsnax	ENSMUSG00000056820	76.342058	87.741075	76.608018	87.58053	90.147913	94.802477	88.891443	91.201074	95.434724	88.358522	84.998811	92.00126	97.822961	91.852319	93.606187	87.440508	31039.2	36243.5	36822	74031.2	40231.7	46757.5	70195	51527.5	168954	82659.8	184611	120256	59622.2	49255.5	132876	76677.3
Q9D8C2	Tspan13	ENSMUSG00000020577	196.517648	215.376154	185.563898	214.162592	203.288812	207.278833	171.240915	198.555673	289.491083	278.455011	270.173364	249.356683	221.385706	215.567361	222.901361	208.757227	2248.28	1049.04	3232.15	6901.74	2782.29	2536.89	8313.37	5368.71	7200.24	3072.76	7727.61	10034.9	1381.82	3365.12	20855	12260.6
Q8QZY6	Tspan14	ENSMUSG00000037824	100.891473	115.744096	93.970171	114.488527	78.577425	78.195764	72.588144	85.167657	60.481573	59.481077	49.22384	59.771455	70.211847	66.926584	58.594843	64.666063	2288.07	2031.25	2897.43	2896.82	1636.35	1458.7	2057.83	688.47	2773.31	1029.82	3772.11	1205.59	943.779	641.096	2535.97	357.85
F7BWT7	Tspan15	ENSMUSG00000037031	1.298474	0.971783	3.436959	1.291474	2.011031	1.425339	0.937007	1.492032	78.791139	69.258592	67.578996	70.235345	0.155097	0.1	0.237666	0.1	0	0	0	0	0	0	0	0	819.555	928.17	1500.37	693.304	0	0	0	0
Q9CQ88	Tspan31	ENSMUSG00000006736	22.443018	27.175012	28.456993	27.873268	35.062273	39.041208	34.063505	41.346559	133.04278	142.051721	135.817392	130.640268	57.826421	60.445921	70.238687	57.249132	1074.22	0	0	0	1579.55	1574.95	1093.09	1965.97	7683.57	3129.72	9003.5	5165.85	2603.9	1611.33	4043.75	4386.84
P50637	Tspo	ENSMUSG00000041736	184.588205	217.864389	190.058008	180.146371	214.249826	209.023065	189.60769	196.502863	207.132059	211.613611	164.168069	184.867151	214.345239	223.419458	194.581857	225.487787	2636.06	0	1966.07	1130.3	11074.5	7201.43	27056.9	6138.16	34059.2	36302.1	67789.5	13353.3	5516.65	9070.48	43033.3	1509.94
O88852	Tspyl1	ENSMUSG00000047514	69.23208	81.949174	90.266252	89.702036	80.236497	76.598695	100.088846	95.168642	60.909975	68.263704	102.347894	73.007326	74.746057	71.912828	97.309717	75.827699	662.121	0	0	936.536	0	0	319.134	956.088	367.673	266.948	548.455	1104.2	0	117.553	0	1052.2
Q5SWD9	Tsr1	ENSMUSG00000038335	27.973508	31.85025	37.38643	31.833814	49.398817	47.666906	67.04355	54.772832	53.818842	51.225397	61.85742	56.205637	48.410047	40.650594	51.339822	46.973024	2605.76	2387.14	4234.91	5921.33	7150.5	6565.37	11549.1	8176.11	26913.6	12629.8	40888.9	23685.1	9313.24	4100.13	22667.4	11584.1
Q8C8T8	Tsr2	ENSMUSG00000025264	11.705546	7.963861	9.762333	13.774903	16.222473	21.015195	10.04702	19.233411	10.060228	10.191454	18.469249	11.274301	11.887514	19.7749	21.451938	12.590812	0	0	2406.77	1964.62	2625.38	707.717	4326.09	1406.65	4025.29	440.979	23619.1	7180.97	3598.99	1750.58	15821.4	8909.67
Q5HZH2	Tsr3	ENSMUSG00000015126	29.707647	34.661157	30.645361	35.278188	33.84696	36.817297	33.864526	32.964876	34.246343	37.037321	39.107309	33.688135	35.216486	33.7511	26.638919	25.734382	0	0	0	170.001	0	0	0	216.558	1334.06	0	640.727	1361.03	0	0	489.891	453.249
Q8K0G5	Tssc1	ENSMUSG00000036613	18.330484	20.563789	14.867582	20.91543	18.622856	16.319481	18.19252	21.394327	18.466585	19.806823	19.550581	19.380207	19.312814	16.907016	31.279094	30.018312	3805.1	2994.75	3921.16	10603.5	5065.58	8757.25	4458.63	4288.06	17954.1	7723.43	21571.8	13196.3	6845.61	2665.81	15268.4	8044.98
Q9JHE7	Tssc4	ENSMUSG00000045752	41.093752	42.15415	36.723329	44.300195	42.011263	37.427309	37.227911	39.74275	35.920507	36.7702	38.381151	42.15341	45.226396	47.997327	37.479402	43.1075	8783.86	8309.47	5906.57	15851.1	6154.92	6996.1	9992.38	6219.25	16791.4	4243.81	17692.2	12326.5	5685.25	3205.98	12242.1	7995.14
P23591	Tsta3	ENSMUSG00000022570	53.513673	64.260759	50.48258	51.694551	61.63299	56.705911	56.151571	60.083868	57.210504	56.772119	48.29883	46.69626	65.084344	70.55446	65.510324	63.552923	22330.8	24967.2	32202.1	49620.5	30268.3	30895.8	41292.3	22970	72989.8	34119.3	109220	55418.9	33670.8	21150.9	75690.9	41019.7
Q9D0B5	Tstd3	ENSMUSG00000028251	15.561794	17.59637	13.373291	18.732421	17.136686	17.775442	14.706377	18.389057	19.444351	23.062082	16.741748	22.378046	17.875099	19.048843	20.511972	21.771196	524.941	0	630.276	1724.87	520.611	0	544.178	455.519	3721.47	3085.99	4582.02	5392.63	902.769	0	1374.93	981.835
Q91Z38	Ttc1	ENSMUSG00000041278	38.639242	46.712854	41.678617	42.780508	50.618997	45.928411	48.535101	48.192709	44.86149	41.852281	47.047144	47.401445	51.41168	53.162832	61.038503	48.887518	9804.66	8737.45	5817.87	11457.1	9141.94	8103.2	14595.1	5274.68	20245.2	11670.2	19133	16625.1	6274.22	5807.67	16380.6	6108.38
A0A1L1SSC7	Ttc13	ENSMUSG00000037300	50.232	63.907831	53.935854	56.160089	69.565569	72.770845	68.977701	73.943124	36.176141	35.707533	43.208704	36.808595	65.186678	68.559152	69.755716	56.219522	0	0	0	0	0	0	0	82.9712	0	0	0	0	0	0	0	54.3249
Q9CSP9-4	Ttc14	ENSMUSG00000027677	81.59234	74.571588	89.002367	88.770258	95.61796	99.241785	106.67988	107.054102	85.047311	100.123987	120.426607	93.733942	85.557573	103.325578	112.493494	100.780023	99.2087	135.295	122.689	827.087	349.481	212.016	321.109	464.678	785.104	405.863	1184.78	517.683	267.568	139.799	769.667	645.25
Q8CC21-2	Ttc19	ENSMUSG00000042298	27.692737	25.629726	40.030798	42.371336	33.603746	30.072561	45.393617	45.198778	28.324054	28.190889	46.144434	39.461347	32.138002	35.913305	47.160204	37.63286	79.4773	0	0	0	0	0	421.214	159.894	0	245.044	0	757.308	0	0	0	0
Q8CD92-2	Ttc27	ENSMUSG00000024078	10.322871	10.777027	14.403617	10.658441	17.521015	18.639406	19.435569	20.801551	17.705543	17.178821	19.327732	16.35701	19.177103	18.426525	19.272615	19.732015	63.3869	68.2641	92.7574	1216.72	100.375	1238.39	358.235	665.125	2056.92	294.851	1878.16	1875.69	115.7	124.722	677.13	1266.4
Q80XJ3	Ttc28	ENSMUSG00000033209	0.807353	0.704868	0.775945	1.192597	1.626631	1.698729	1.839929	1.762225	5.837853	6.115885	5.868841	5.387283	2.62528	2.750536	2.473479	2.605794	0	0	0	0	0	0	0	0	23.2666	0	0	15.1165	0	0	0	39.1256
Q9DAC7	Ttc32	ENSMUSG00000066637	18.35482	21.459728	20.317806	18.223062	20.857113	16.870891	14.338187	17.616733	21.916978	19.654169	19.621641	24.858026	19.528368	18.893224	15.232355	22.244051	0	0	0	503.243	0	0	0	289.072	932.515	0	0	844.517	0	0	642.512	388.787
Q9D6K7	Ttc33	ENSMUSG00000022151	39.432943	43.796636	35.418661	41.101724	45.282083	41.062425	31.828765	41.521375	40.52691	38.248735	33.229692	31.60569	44.197866	43.486658	35.000185	41.751402	6893.11	6073.36	10547.6	10236.4	8772.44	7973.26	15823.7	5379.88	16034.8	8079.33	20567.4	7745.06	6053.27	3768.87	17159.8	2185.91
F8VPK0	Ttc37	ENSMUSG00000033991	13.303906	16.544962	16.008138	15.919357	15.829344	19.571897	18.416511	18.317543	17.056108	17.421863	18.065994	18.436058	19.743639	16.245903	14.815466	14.873881	1769.95	1335.22	2125.04	4133.5	2448.07	2061.31	3207.82	3484.33	7712.77	3714.63	10273.3	7857.81	1813.93	1039.62	4325.83	2898.16
A3KMP2	Ttc38	ENSMUSG00000035944	10.651132	11.376311	9.466672	11.857316	12.790867	12.431702	14.610767	12.784403	13.361345	13.650326	14.908364	10.168588	13.33398	14.283744	11.994552	13.106565	9203.41	6889.39	14499	23208.8	21363.8	17573	27781	17667.1	76800.8	40772.5	107129	63892.2	23010.3	20568.4	59838.1	34354.9
Q8BYY4	Ttc39b	ENSMUSG00000038172	7.46949	6.992369	7.020247	10.287276	13.767981	9.409845	8.972861	10.4857	15.14578	17.923156	18.235281	16.087661	14.604439	12.713079	14.808308	13.617246	0	0	135.431	611.522	0	0	485.373	397.931	2327.83	267.16	2219.1	1947.87	153.599	55.3926	1308.39	969.43
Q8R3H9	Ttc4	ENSMUSG00000025413	56.045621	67.947916	51.344278	59.090589	61.154878	64.073236	68.727861	80.790308	68.351022	72.85676	69.55491	68.155374	78.221864	66.79091	55.637846	68.577432	2669.3	844.882	1691.57	5008.22	1694.17	1588.4	3680.15	2132.76	6587.88	1839.27	3053.7	3642.76	913.89	456.677	2127.47	2347.52
Q99LG4	Ttc5	ENSMUSG00000006288	73.698198	84.227319	69.617365	75.722879	81.17663	89.742204	76.50937	85.128954	69.200624	75.363268	69.587175	65.011278	81.606325	86.525873	82.362772	78.143655	1721.73	1434.57	2860.96	4037.56	2497.32	2773.28	4992.66	3609.59	11365	3266.28	10996.5	6256.03	3811.93	2158.41	6474.5	5050.98
Q8BGB2	Ttc7a	ENSMUSG00000036918	78.890573	109.081796	104.332704	111.10058	97.737802	111.32937	119.461549	118.269067	111.397577	112.567567	116.801004	100.181924	91.589006	99.172701	113.15307	92.60116	1462.7	306.002	1085.37	1327.38	1446.02	2544.2	1779.42	2222.94	4078.85	1808.67	3356.08	1701.42	1381.68	577.817	3301.42	970.442
E9Q6P5	Ttc7b	ENSMUSG00000033530	14.932233	16.798013	18.29894	16.980503	16.121534	15.609812	19.312305	15.596423	20.860654	20.609602	22.186176	20.628582	9.980214	8.977758	11.477637	9.050095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q810A3	Ttc9c	ENSMUSG00000071660	35.881998	31.929769	34.847368	39.633382	45.31022	37.651258	36.398588	39.975172	30.244379	30.735319	30.198209	33.647188	40.170324	34.560957	29.498825	38.888773	7123.36	7465.25	8915.14	4840.04	9415.64	10578.4	7312.45	3516.7	17477.4	8584.74	12060.5	6978.56	6033.3	3179.55	6615.21	2684.09
Q62187	Ttf1	ENSMUSG00000026803	21.582292	25.147756	25.474689	25.078748	23.598724	24.845489	23.580265	26.517189	22.882187	23.650705	27.332126	22.873167	27.085142	26.944456	27.033138	23.276491	791.634	48.4562	622.138	1588.09	715.626	400.342	777.478	2785.61	2475.62	876.169	3726.73	4059.52	581.379	544.738	2964.61	3320.56
Q5NC05	Ttf2	ENSMUSG00000033222	10.603851	15.221544	12.164072	14.014841	16.083145	16.916147	13.779277	16.430585	15.321434	16.707866	18.952129	16.786136	15.355791	14.52092	13.89963	10.848971	1274.41	780.912	144.626	1117.03	78.2433	243.624	509.456	556.574	1017.31	1085.96	950.342	706.971	771.065	45.4556	140.24	1156.7
Q91V83	Tti1	ENSMUSG00000027650	22.115596	30.097313	25.029306	29.883888	29.408582	30.184198	28.547815	30.588678	29.859705	30.195119	29.954132	26.703586	34.427267	32.058368	32.661821	28.806535	0	0	0	197.273	0	0	108.503	0	0	0	158.131	122.27	30.6704	0	147.064	129.305
Q8BGV4	Tti2	ENSMUSG00000031577	11.475637	13.782479	10.048412	10.955025	12.674194	16.332687	13.55078	14.713108	11.447895	13.224594	13.494461	16.958496	16.160871	17.335636	18.643678	18.65933	120.631	0	0	458.256	359.621	0	287.146	216.378	0	215.641	725.555	241.553	406.583	0	612.477	214.461
Q3UDE2	Ttll12	ENSMUSG00000016757	5.43627	5.504694	6.47031	5.77099	5.772551	6.817259	9.629488	7.905572	11.138541	9.338416	12.321208	9.943645	6.811957	8.314215	10.003323	5.646503	8268.26	5592.01	10634	20489.1	6609.34	7573.37	17493.7	8653.21	21646.9	10554.3	42567.3	17543.3	5673.76	2907.2	14455.1	7875.78
Q9D3D0	Ttpal	ENSMUSG00000017679	150.577966	211.358774	170.236124	177.58616	198.268427	212.75686	228.237482	191.703912	141.549997	136.113229	220.097055	119.518495	213.969171	184.436563	266.088861	182.164117	14586	17989.6	25536.7	37141.4	27033.3	29453.4	46942	30499.7	51155.7	23660.8	62606.4	43279	37046.9	21239.9	69955.5	46791.6
Q6P5F7-2	Ttyh3	ENSMUSG00000036565	43.511419	57.185011	56.299627	55.369379	38.363115	39.807966	43.226663	43.473772	26.224821	24.997547	25.818855	24.468225	31.721143	37.155454	35.112493	29.450954	0	0	431.499	718.807	0	199.613	230.286	536.453	0	0	0	0	0	0	870.909	535.328
P68369	Tuba1a	ENSMUSG00000072235	21.911815	26.08753	46.790559	34.476308	45.978887	54.520322	79.00432	56.932981	20.842495	18.067628	40.536077	22.700922	58.414606	65.146234	87.259256	62.172945	13245.3	11619.3	27957.9	30892.2	11361.1	12455.7	23587.1	15577.4	29460.5	18500.5	29561.1	25329.4	13411.5	15094	34902.3	17331
P05213	Tuba1b	ENSMUSG00000023004	24.014873	29.186498	30.501093	35.410333	42.051805	46.694727	45.882803	48.945196	45.34012	42.071081	40.787321	40.973959	58.885015	63.82702	65.173746	67.834482	1024800	784367	1183870	1620420	770131	678205	1121340	639665	1497200	683999	1462100	1190980	497781	353386	1097160	625556
P68373	Tuba1c	ENSMUSG00000043091	13.820288	16.243389	19.513691	17.86557	25.456312	26.008657	29.882736	27.788684	22.174078	20.297445	27.142143	22.560316	29.013414	29.450672	34.813428	31.34509	3712.64	3498.21	3211.52	5214.94	2718.49	2481.06	2040.72	3233.66	4287.26	2784.94	3583.15	5346.24	1619.25	1474.62	2220.05	2403.14
P68368	Tuba4a	ENSMUSG00000026202	77.58526	93.584886	95.648157	90.356386	129.695825	130.657297	160.624216	146.677698	140.305231	109.672037	263.395074	112.821054	162.754984	188.461923	229.311365	151.969156	24248.1	24200.9	30719.3	44315	38589.7	42914	59788.6	56480.8	163542	96051.7	167744	155513	66523.5	60073.6	153588	71770.3
Q7TMM9	Tubb2a	ENSMUSG00000058672	6.548224	6.832882	10.807321	8.449788	4.773566	5.808093	11.35675	6.350572	6.718298	6.776566	17.02223	7.582255	4.675906	4.638339	10.149523	5.873844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9CWF2	Tubb2b	ENSMUSG00000045136	8.998123	7.692526	8.927733	8.097607	4.641548	4.984309	7.065264	4.956143	2.592813	2.047286	3.429605	1.785747	1.621758	1.578037	3.042317	1.300283	5871.05	6933.31	11972	17816.4	5703.19	2516.87	11816.6	5154.9	6654.53	4834.85	11970.1	8755.27	1360.17	2301.6	7307.15	1941.29
P68372	Tubb4b	ENSMUSG00000036752	62.514665	68.208803	80.216165	70.18033	85.852502	97.061266	95.632349	94.818033	62.279237	60.815572	80.58423	62.532457	123.095911	139.390665	129.924753	120.451501	594972	606205	986744	1073250	726415	555550	968008	591395	1272190	673789	1347860	949995	534985	431860	1118900	580629
P99024	Tubb5	ENSMUSG00000001525	57.662492	60.271619	65.453958	73.880754	77.916193	77.997339	88.284357	86.063737	73.370576	73.573473	74.327333	77.649095	85.44182	98.519868	97.622507	108.851823	200018	174890	391044	286568	206337	154742	307579	108491	409587	224315	453195	227652	98178.5	91873	249740	81487.1
Q922F4	Tubb6	ENSMUSG00000001473	1.359826	0.933271	1.966488	1.187392	1.473471	1.578866	2.337005	2.156158	2.483109	1.609218	2.281935	1.413199	2.312975	1.699064	2.484928	2.691487	12828.3	385.098	2613.6	21550.4	21425.7	21968.6	30527.4	13232.2	47573.6	18647.2	47132.2	20211.2	19358.9	697.321	38980.2	0
Q9D6T1	Tube1	ENSMUSG00000019845	3.298156	6.351212	6.548406	7.008766	5.291638	4.194875	8.020764	6.251849	7.163723	7.216314	8.26796	6.676847	5.007184	3.485851	3.33402	5.455488	0	0	0	0	0	0	0	0	151.652	0	0	0	0	0	0	0
P83887	Tubg1	ENSMUSG00000035198	18.632089	26.066616	20.997028	27.153072	26.4006	28.270763	26.628795	22.699678	26.551208	26.45775	27.884075	27.281694	29.334375	28.794685	34.364812	27.244243	11635.6	9665.91	18063.2	25238.5	14722.5	12817.5	27423	15400.6	37417.8	18800.1	35275.5	26135.9	17997.5	12216.1	41599.1	22065
Q921G8	Tubgcp2	ENSMUSG00000025474	30.027727	37.17148	31.210323	36.520177	41.609041	39.74621	43.925722	42.194353	35.875803	35.332574	36.57332	30.542152	43.784711	42.913862	45.717298	32.452261	4049.31	3003.55	6637.94	11137.5	6345.11	4262.51	8997.09	8198.82	12221.4	5784.9	15475.2	11360.2	7149.77	4136.75	14828.5	8978.96
P58854	Tubgcp3	ENSMUSG00000000759	38.131796	43.907465	44.249277	45.131681	50.439539	54.583685	53.421098	53.157827	47.195951	53.915952	59.107992	47.090513	55.321764	50.764013	63.980447	49.265573	3459.19	2806.55	4013.3	7168.88	3294.8	3855.72	5958.89	5064.55	10509.3	5615.09	11564.6	7142.44	5592.05	3326.32	10592.8	8628.71
Q9D4F8	Tubgcp4	ENSMUSG00000027263	53.93448	68.665483	69.821962	71.077867	69.093614	71.736856	75.211008	73.337877	54.724588	65.293489	86.344072	67.605096	75.013742	78.48488	81.168398	67.53882	924.54	689.703	1359.76	1891.19	1291.7	1008.07	1513.04	1738.26	2625.12	1269.5	3284.16	2560.91	1326.22	635.45	4088.88	2109.83
Q8BKN5	Tubgcp5	ENSMUSG00000033790	28.310489	36.858121	36.36252	36.312021	35.623205	36.53285	41.432214	39.26143	44.914354	48.848653	52.923418	52.363824	37.554086	37.728445	43.539682	32.232359	42.0934	0	0	326.204	52.7724	0	0	143.498	209.925	0	238.825	73.2485	58.3778	0	452.013	402.267
G5E8P0	Tubgcp6	ENSMUSG00000051786	26.918865	37.925253	36.352792	37.09752	37.131837	41.50575	40.776453	40.474435	28.021589	30.054588	32.006609	27.4291	39.101915	33.883646	40.814893	34.127634	40.8038	45.7153	338.559	676.023	49.85	0	488.448	342.992	311.307	35.1147	52.1598	276.352	329.935	27.6732	620.856	630.867
Q8BFR5	Tufm	ENSMUSG00000073838	43.311903	45.951131	39.673109	45.553556	55.279302	55.213434	51.668768	52.291551	48.344152	43.50559	42.219854	44.265352	49.922777	56.647928	51.999578	53.71528	201972	163579	249182	382909	256144	237944	350024	326908	706034	414788	853543	650721	288670	202719	501476	405377
Q8BTV1	Tusc3	ENSMUSG00000039530	21.387214	33.186109	21.705907	30.00007	41.675424	44.617879	45.797124	43.180883	44.447435	43.33624	36.252382	36.804788	39.979044	47.40312	37.257032	33.779943	0	0	0	1038.33	0	0	0	879.155	0	205.541	1281.41	806.996	0	145.739	1059.54	2251.65
Q8R3F9	Tut1	ENSMUSG00000071645	29.966056	34.827242	32.093696	35.678026	42.863142	50.634168	43.975202	45.132467	45.931532	45.61334	45.612592	39.511198	54.863374	60.227167	52.999723	51.019113	2175.91	1665.67	2345.2	5627.5	4974.98	3959.75	6226.59	6606.22	9167.23	3729.33	13463.4	8635.03	6452.79	4456.63	15277.6	12032.6
Q9D8T4	Tvp23b	ENSMUSG00000014177	38.344587	40.139597	28.471979	39.1229	38.713743	43.7087	33.921484	42.906656	58.722814	43.473253	38.959005	49.920316	42.91723	39.83624	33.269628	39.953737	0	0	0	843.9	0	0	0	1041.04	0	0	2239.53	534.995	0	0	1215.51	1307.76
Q91YR1	Twf1	ENSMUSG00000022451	10.149294	9.035177	13.30607	9.561054	11.904585	14.606906	13.887529	12.005553	10.760995	13.669327	17.539327	13.230798	13.649503	11.96729	15.346519	13.844427	8742.16	7985.24	8259	13138.1	8367.57	5556.08	8704.37	6434.94	12613.9	7279.52	16975.4	12809.9	6591.85	3496.98	10173.8	6388.95
Q9Z0P5	Twf2	ENSMUSG00000023277	127.400056	112.778848	139.846002	117.424661	180.233286	188.905359	167.221811	148.962564	143.582712	117.907228	134.473978	108.933542	154.353372	180.995111	163.919504	136.555658	54562.8	53716.1	54058.8	98068.6	115207	128776	140700	87085.2	357967	169475	315332	194031	161682	120647	292582	189606
Q78WZ7	Twistnb	ENSMUSG00000020561	25.528225	23.202602	44.79363	37.101534	42.098154	35.703264	84.517267	44.526746	41.857053	49.330404	46.948976	32.647451	25.243677	62.900999	34.898779	35.442751	3832.07	2929.49	5188.12	10444.9	5674.66	4555.26	6713.29	8287.34	11141.2	6342.69	21590.9	9308	4530.42	452.274	9845.42	5955.97
Q6PAM1	Txlna	ENSMUSG00000053841	47.560983	54.452184	54.352434	54.737337	59.026258	59.953821	75.347093	64.534349	54.143106	57.142938	70.566415	49.384729	62.750288	59.513239	67.944849	59.147287	2781.27	3289.2	3360.59	8614.23	3223.23	3893	4979.18	5314.52	2166.42	1506.28	6713.89	4563.82	3558.93	1345	6773.36	8464.1
Q8BHN1	Txlng	ENSMUSG00000038344	8.080468	9.000082	10.680538	9.626917	10.840898	10.602624	13.347208	10.432691	12.699294	15.192106	17.948701	13.506319	12.147087	8.801504	14.022613	9.280267	700.405	0	442.751	833.552	157.166	0	522.253	494.882	1040.75	290.554	1152.33	393.944	174.387	128.504	332.305	519.349
P10639	Txn	ENSMUSG00000028367	77.284715	95.488275	80.439531	81.706071	85.576189	76.259561	83.535608	85.664651	116.54593	110.932985	94.672105	122.861192	73.9601	77.824998	70.150148	92.815149	697408	569696	852592	998825	615328	639883	648213	424166	1294970	794964	1547340	1015440	351011	254719	460820	475400
P97493	Txn2	ENSMUSG00000005354	166.547754	203.443781	169.911966	179.791879	200.884149	195.558359	214.672403	198.623087	258.729791	237.302728	201.505594	216.497308	161.0254	173.112009	152.926614	184.335962	2055.02	2029.45	9654.61	4700.88	3835.12	4399.52	11431.1	4171.18	21814	13589.5	62136.6	21168	7362.44	4455.33	21069.3	3170.06
Q8K2W3	Txndc11	ENSMUSG00000022498	118.179216	124.181444	135.549615	131.429681	88.200647	85.192766	99.638719	93.606248	62.846487	63.110666	72.772897	55.882207	68.951898	71.09749	83.493272	64.950082	73.3907	51.915	194.627	0	0	0	0	61.1467	0	0	0	0	0	0	77.3022	33.3324
Q9CQU0	Txndc12	ENSMUSG00000028567	22.346986	28.678804	24.218378	25.555595	27.483202	24.392339	25.805606	27.413017	27.762603	24.91332	24.039604	26.568023	22.624433	24.95725	20.07905	25.584114	30730.9	36295.4	30993.7	36849.7	29376.7	17782.5	28603.3	18736.4	64980.7	37373.3	53037.6	50552	16828.5	15011.2	40565.3	25808.6
Q6P6J9	Txndc15	ENSMUSG00000021497	29.162286	26.511013	23.481762	29.960067	36.212068	30.792093	29.196931	32.651144	45.43989	44.166296	41.16284	40.70606	38.386098	33.8425	30.38426	31.392719	0	0	319.374	1993.91	325.334	352.397	1005.09	917.337	919.521	364.019	674.069	1807.52	153.408	0	1138.98	304.767
Q9CQM5	Txndc17	ENSMUSG00000020803	58.798246	70.658739	65.33568	65.60013	71.898225	74.580843	78.122789	75.25683	86.810205	80.852296	69.940019	83.229791	77.905756	75.531374	80.288538	92.31666	5422.81	2213.16	21633.7	15360.5	16068.7	22284.5	6060.03	17576.2	31811.2	15330.5	161779	56231.2	26657.5	16842.2	48265.9	25794.2
Q91W90	Txndc5	ENSMUSG00000038991	578.678247	470.074884	499.771417	502.11709	295.517938	328.211084	293.375848	299.187891	101.52366	99.534891	102.916597	89.08896	260.645624	289.47915	244.462488	223.663995	140925	43590	220337	237631	41183.1	34172.8	55962.6	46171.4	45128.4	21391.6	46214	34131.2	28892.8	17822.7	62180.4	36165.9
